localidad;código_postal;dirección;precio_gasolina_95;precio_gasóleo_a;precio_gasóleo_b;precio_gasolina_98;rótulo;fecha
SANTA CRUZ DE MUDELA;13730;AUTOVIA ANDALUCIA KM. 222,5;1309;1179;0;1424;CEPSA;12
SANTA CRUZ DE MUDELA;13730;AUTOVIA A-4 KM. 217,350;1309;1185;0;0;GALP;12
SOCUELLAMOS;13630;CARRETERA N-310 KM. 105;1289;1169;0;1395;GALP;12
SOCUELLAMOS;13630;CM-3102 km 23,1;1304;1186;824;0;CEPSA;12
SOCUELLAMOS;13630;CR CR-100, 0,9;1305;1189;824;1385;CAMPSA;12
SOCUELLAMOS;13630;CALLE PASEO DE LOS MARTIRES, 58;1305;1189;824;1385;CAMPSA;12
SOCUELLAMOS;13630;POLIGONO EL LLANO, CALLE A, PARCELA, 134;0;1087;656;0;OLIVARERA DE SOCUELLAMOS, S.COOP. DE C-LM;12
SOCUELLAMOS;13630;CALLE CAMPO DE CRIPTANA, 29;0;1077;0;0;TRANSPORTES FELIX E HIJOS, S.L.;12
SOCUELLAMOS;13630;CALLE MANIGUA, 4;1299;1174;815;0;CEPSA;12
SOLANA (LA);13240;POLIGONO MAQUINA DE VAPOR, 1;0;1094;0;0;GALANES OIL;12
SOLANA (LA);13240;CR N-430, 307,3;1305;1179;814;1365;CAMPSA;12
SOLANA (LA);13240;CARRETERA L-603 KM. 24,8;1305;1179;814;1365;REPSOL;12
SOLANA (LA);13240;CARRETERA MANZANARES KM. S/N;1269;1155;689;0;GRUPO CACHO;12
TERRINCHES;13341;AVENIDA CONSTITUCION, S/N;1017;1004;650;0;E.S.STO.DOMINGO DE GUZMAN;12
TOMELLOSO;13700;CARRETERA N-310 (ARGAMASILLA DE ALBA) KM. 0,800;0;1089;0;0;COTRATO;12
TOMELLOSO;13700;CALLE CAMPO, 146;1199;1079;0;0;EASY FUEL;12
TOMELLOSO;13700;AVENIDA JUAN CARLOS I, 1;1199;1069;0;0;PUNTO AZUL GASOLINERA 24 HORAS;12
TOMELLOSO;13700;C/ ZURBARAN. Nº 19;1269;1139;739;0;REPSOL - TOMELLOSO;12
TOMELLOSO;13700;VEREDA SOCUELLAMOS, S/N;1244;1129;699;1364;SERTYMAN;12
TOMELLOSO;13700;PASEO SAN ISIDRO, 14;1283;1154;0;1398;CEPSA;12
TOMELLOSO;13700;CALLE CAMPO, 117;1305;1169;0;1365;REPSOL;12
TOMELLOSO;13700;CALLE SOCUELLAMOS, 92;1305;1169;0;1365;REPSOL;12
TOMELLOSO;13700;CARRETERA CR-122 KM. 26,100;1305;1169;0;1365;REPSOL COMERCIAL;12
TOMELLOSO;13700;CM-400 km 129;1289;1159;796;0;CEPSA;12
TOMELLOSO;13700;CARRETERA N-310 KM. 93;0;0;0;1364;EROSKI;12
TORRALBA DE CALATRAVA;13160;AUTOVIA A-43 KM. 290;1294;1179;0;1409;CEPSA;12
TORRALBA DE CALATRAVA;13160;CALLE DEHESA DEL CAMPO, 5;1195;1074;0;0;ENERGIAS AF;12
TORRE DE JUAN ABAD;13344;CR CR-614, 25;1305;1169;0;1385;REPSOL;12
TORRENUEVA;13740;CARRETERA VALDEPEÑAS 139 KM. 139;1259;1139;799;1399;SEYBE;12
CONSOLACION;13310;AUTOVIA ANDALUCIA KM. 185;1309;1185;844;1409;REPSOL;12
VALDEPEÑAS;13300;CALLE SUIZA, 1;0;1049;0;0;ENTRECAMINOS;12
VALDEPEÑAS;13300;CARRETERA 601 KM. 0,700;1279;1139;0;1339;E.S LAGUNA;12
VALDEPEÑAS;13300;AVENIDA DEL VINO, SN;1199;1059;0;1299;SIMPLY;12
VALDEPEÑAS;13300;A-4 km 198,7;1335;1175;0;1449;CEPSA;12
VALDEPEÑAS;13300;AUTOVIA A-4 KM. 198,7;1335;1175;0;1449;CEPSA;12
VALDEPEÑAS;13300;CR CM-412, 84,8;1305;1189;814;1385;REPSOL;12
VALDEPEÑAS;13300;AUTOVIA A-4 KM. 193,6;1315;1185;888;1043;CEPSA;12
VALDEPEÑAS;13300;AVENIDA DEL SUR, S/N;1259;1109;0;1399;SARAS ENERGIA ;12
VALDEPEÑAS;13300;CARRETERA N - IV KM. 210;1279;1139;0;0;ESAP LA PARÁ ROCIERA;12
VALDEPEÑAS;13300;AUTOVIA  A-4 km 191,536;1278;1152;0;1408;SHELL;12
VALDEPEÑAS;13300;AVENIDA DE LOS ESTUDIANTES, 70;1197;1057;0;0;PETROLOWCOST;12
VALDEPEÑAS;13300;CTRA. N-IV, P.K. 210;1299;1159;0;1409;GALP;12
VALDEPEÑAS;13300;CL SEIS DE JUNIO, 247;1305;1195;824;1445;REPSOL;12
VILLAHERMOSA;13332;AVENIDA CASTILLA LA MANCHA, 11;1199;1099;699;0;CHM;12
VILLANUEVA DE LA FUENTE;13330;CM 412 km 154.8;1189;1089;789;0;LIBRE;12
VILLANUEVA LOS INFANTES;13320;CALLE GUARDIA CIVIL, S/N;1125;1015;620;0;NTRA. SRA. ANTIGUA;12
VILLANUEVA LOS INFANTES;13320;CALLE PIOXII, 93;1027;1015;800;1039;REPSOL;12
VILLANUEVA LOS INFANTES;13320;CR CR-604, 1,4;1299;1169;814;1349;CAMPSA;12
VILLANUEVA DE SAN CARLOS;13379;CR CR-504, 18,2;1299;1159;808;0;PETRONOR;12
VILLARRUBIA DE LOS OJOS;13670;CARRETERA CARRETERA DE FUENTE EL FRESNO KM 15 KM. 15;1269;1139;689;0;AVIA;12
VILLARRUBIA DE LOS OJOS;13670;PASEO DEL CORDON 104 (CM 4120 km 16,700);1269;1139;699;1409;VILLA RUBEUM,S.L.;12
VILLARRUBIA DE LOS OJOS;13670;CARRETERA CR-201 KM. 17;0;1009;689;0;EL RUBIAL SOC. COOP.;12
VILLARTA DE SAN JUAN;13210;CALLE CERVANTES, 104;1305;1189;824;1369;REPSOL;12
VILLARTA DE SAN JUAN;13210;AUTOVIA A-4 KM. 145,330;1289;1159;0;1409;TARAY;12
VILLARTA DE SAN JUAN;13210;CERVANTES, 96;0;1005;640;0;NINGUNO;12
VISO DEL MARQUES;13770;CARRETERA CM-4111 KM. 64;1305;1169;803;0;REPSOL;12
VISO DEL MARQUES;13770;AVENIDA DE BURJASOT, S/N;0;1125;669;0;VIRGEN DEL VALLE;12
ALCAZAR DE SAN JUAN;13600;CL AVENIDA DE HERENCIA S.N.;1265;1149;0;0;CAMPSA;3
ALCAZAR DE SAN JUAN;13600;VÍA PG RESID ALCES, 1;1215;1079;0;0;MACMAOIL;3
ALCAZAR DE SAN JUAN;13600;CR N-420, 284,7;1265;1149;789;1385;REPSOL;3
ALCAZAR DE SAN JUAN;13600;CARRETERA N-420 KM. 284,227;1219;1074;0;1329;CARREFOUR;3
ALCAZAR DE SAN JUAN;13600;CTRA. N-420 km 286.6;1249;1139;784;1369;CEPSA;3
ALAMEDA DE CERVERA;13690;ESTRADA CM-42, 106/108;1245;1139;786;0;CEPSA;3
CINCO CASAS;13720;CARRETERA ARGAMASILLA DE ALBA-CINCO CASAS KM. 17;1219;1089;689;0;CERFAS-OIL;3
ALCOLEA DE CALATRAVA;13107;CARRETERA CM-4109 KM. 0,100;1199;1119;0;0;CARBURANTES APB 24 HORAS;3
ALCOLEA DE CALATRAVA;13107;CARRETERA N-430 KM. 290;1259;1159;0;0;LIBRE;3
ALCUBILLAS;13391;CALLE REAL, S/N;1249;1149;799;0;CEPSA;3
ALDEA DEL REY;13380;CARRETERA ARGAMASILLA-ALMURADIEL KM. 23,2;1229;1149;0;1349;REPSOL;3
ALMADEN;13400;POLIGONO POZO DE LAS NIEVES, 12;1259;1139;0;1375;HGOIL;3
ALMADEN;13400;AVENIDA RAMON Y CAJAL, 61;1265;1139;776;1378;CEPSA;3
ALMAGRO;13270;CL RONDA SANTO DOMINGO, 3;1269;1149;0;0;REPSOL;3
ALMAGRO;13270;CALLE EJIDO DE SAN JUAN, 0;1249;1149;0;1364;CEPSA;3
ALMODOVAR DEL CAMPO;13580;CARRETERA CM 4110 KM. 6;1259;1149;0;1379;REPSOL;3
ALMURADIEL;13760;AUTOVIA N-IV KM. 232;1279;1155;819;1379;REPSOL;3
ALMURADIEL;13760;AUTOVIA N-4 KM. 232;1279;1155;819;1379;REPSOL;3
ARENAS DE SAN JUAN;13679;N-420 km 252,1;1279;1159;0;0;REPSOL;3
ARGAMASILLA DE ALBA;13710;CARRETERA NACIONAL 310, KM. 82,500;1259;1149;0;1359;REPSOL;3
ARGAMASILLA DE ALBA;13710;CR N-310, 85,1 (N-310 km 85,18);1259;1149;789;1359;REPSOL;3
ARGAMASILLA DE CALATRAVA;13440;CARRETERA CR-506 KM. 3,300;1259;1149;0;1379;REPSOL;3
ARGAMASILLA DE CALATRAVA;13440;POLIGONO MANZANARES, 6;1199;1069;0;0;GASOLEOSJUCO;3
BOLAÑOS DE CALATRAVA;13260;CARRETERA DAIMIEL KM. 23;1249;1149;819;0;CEPSA;3
BOLAÑOS DE CALATRAVA;13260;CARRETERA CM 4124 KM. 25,7;1219;1109;0;0;E.S.MAZ;3
BOLAÑOS DE CALATRAVA;13260;CALLE CTRA. C-417, PK. KM 17,, 17;1219;1119;0;1409;SARAS;3
BOLAÑOS DE CALATRAVA;13260;CARDENAL CISNEROS, S/N;1209;1089;635;1409;CARBURANTES BOLAÑOS S.L.;3
BRAZATORTAS;13450;CR N-420 141,9;1259;1149;0;1378;REPSOL;3
BRAZATORTAS;13450;CARRETERA NACIONAL 420 KM. 143,700;1259;1149;0;1379;GALP LA JUNQUERA;3
BRAZATORTAS;13450;CARRETERA CABEZARRUBIAS KM. 1;1189;1079;699;0;UNIDAD DE SERVICIO;3
CALZADA DE CALATRAVA;13370;CARRETERA C-410 km 31.092;1239;1149;719;1369;P G E HIJOS;3
CAMPO DE CRIPTANA;13610;CARRETERA N-420 KM. 295;1239;1129;680;1339;COMBUSTIBLES CRIPTANA,SL;3
CAMPO DE CRIPTANA;13610;AVENIDA DE LA HISPANIDAD, 10;1239;1129;0;1339;PETRONOR;3
CAMPO DE CRIPTANA;13610;CARRETERA NACIONAL 420 KM. 292,700;1265;1139;0;1349;GALP DISTRIBUCION OIL ESPAÑA, S.A.U.;3
CAMPO DE CRIPTANA;13610;CALLE MOTA, 2;0;1049;0;0;TRAVESA;3
CAMPO DE CRIPTANA;13610;CR N-420, 296;1265;1139;0;0;REPSOL;3
CAMPO DE CRIPTANA;13610;CONCEPCION, 135 (CTRA. N-420);0;1059;649;0;BODEGAS SIMBOLO, SDAD. COOP. DE C-LM NTRA. SRA. DE CRIPTANA;3
CARRION DE CALATRAVA;13150;CARRETERA CARRION A FERNANCABALLERO km 0.5;0;1004;655;0;MONTES NORTE ENERGETICOS, S.L.;3
CARRION DE CALATRAVA;13150;CARRETERA NACIONAL 430 KM. 317;1269;1149;0;1389;REPSOL;3
CARRIZOSA;13329;CR CM-3129, 7 (CM-3129 km 11,6);1269;1149;789;1389;PETRONOR;3
CASTELLAR DE SANTIAGO;13750;CALLE BAILEN, 2;1259;1139;794;0;REPSOL;3
CHILLON;13412;CARRETERA ALMADEN-CHILLON KM. ;1259;1139;775;0;HGOIL;3
CIUDAD REAL;13002;RONDA DE ALARCOS, 21;1269;1149;0;1409;REPSOL;3
CIUDAD REAL;13002;CARRETERA DE PORZUNA KM. ;1016;1004;0;1025;E.LECLERC;3
CIUDAD REAL;13004;CALLE RONDA DE LA MATA, S/N;1269;1149;0;1389;REPSOL;3
CIUDAD REAL;13004;AVENIDA EUROPA, 45;1016;1004;0;1025;EROSKI;3
CIUDAD REAL;13005;PG P.I. LARACHE,PARC.93, S.N.;1279;1159;0;1419;REPSOL;3
CIUDAD REAL;13005;CARRETERA N-430 KM. 309,2;1256;1149;0;1371;CEPSA;3
CIUDAD REAL;13005;CALLE TORRENUEVA, 1;1016;1004;0;0;PETRONIEVES;3
CIUDAD REAL;13005;CARRETERA N-430 KM. 304,42;1269;1149;0;1389;REPSOL;3
CIUDAD REAL;13005;CR N-401, 183,6;1269;1149;0;1409;REPSOL;3
CIUDAD REAL;13005;CR CR-514, 0,3;1269;1149;0;1389;REPSOL;3
CIUDAD REAL;13005;CARRETERA NACIONAL 430 KM. 309,900;1244;1146;0;1424;SHELL CARRION;3
CIUDAD REAL;13005;CARRETERA N-430 KM KM. 305,1;1229;1149;0;1339;CEPSA;3
CIUDAD REAL;13003;CALLE RONDA DE TOLEDO, 21;1219;1099;0;1399;SHELL;3
CIUDAD REAL;13003;RONDA PUERTA DE TOLEDO, 5;1269;1149;0;0;REPSOL;3
CIUDAD REAL;13197;CARRETERA CTRA PUERTOLLANO KM 195 KM. ;1229;1109;0;1407;SHELL;3
CORRAL DE CALATRAVA;13190;CARRETERA N-420 KM. 180;1259;1139;0;1399;REPSOL;3
CORTIJOS DE ARRIBA;13427;AVDA. DE LA LOMA, Nº 22;1255;1149;780;0;LA LOMA;3
DAIMIEL;13250;CARRETERA NACIONAL 430 KM. 269,9;1259;1139;799;0;REPSOL;3
DAIMIEL;13250;CARRETERA N-420 KM KM. 231;1209;1079;0;0;WETROAD;3
DAIMIEL;13250;CALLE BODEGUEROS, PARCELA, 48;0;1059;0;0;GRUPO LOGISTICO CODAITRANS;3
DAIMIEL;13250;NACIONAL 420 km 236;1279;1159;0;0;ESTACION DE SERVICIOS DAIMIEL S.L.;3
DAIMIEL;13250;CARRETERA CM.4114 KM. 50;1258;1138;799;0;FERSA COMBUSTIBLES, S.L.;3
DAIMIEL;13250;CALLE TIBURCIO, 98;1259;1149;799;1359;REPSOL;3
DAIMIEL;13250;AVENIDA DE LA ENERGIA, 1;1239;1139;0;1349;REPSOL;3
FUENCALIENTE;13130;CARRETERA N-420 KM. 103,3;1249;1149;0;0;CEPSA;3
FUENTE EL FRESNO;13680;AVENIDA DE LA PROVINCIA, 78;1229;1109;669;0;CARBURANTES QUEVEDO;3
GRANATULA DE CALATRAVA;13360;CALLE ALMAGRO, 3;0;1128;685;0;SOCIEDAD COOPERATIVA AGRARIA EL SANTO CRISTO S. COOP. DE C-LM;3
HERENCIA;13640;420 km 275;1265;1149;789;1405;PETRONOR;3
HERENCIA;13640;AUTOVIA A-4 KM. 153,350;1279;1155;0;1379;REPSOL;3
HORCAJO DE LOS MONTES;13110;CARRETERA CIUDAD REAL KM. 49,200;1259;1149;809;1399;REPSOL;3
LLANOS DEL CAUDILLO;13220;POZOS S/N;0;0;640;0;COOP. LOS LLANOS;3
LUCIANA;13108;CARRETERA N-430, KM. 268,6;1249;1149;799;0;REPSOL;3
MALAGON;13420;CALLE MADRID, 18;1175;1055;0;0;CARBURANTES SEAL;3
MALAGON;13420;AVENIDA FUNDADORES COOPERATIVA, 69;1175;1004;655;0;MONTES NORTE ENERGETICOS, S.L.;3
MALAGON;13420;CALLE CERVANTES, 23;1179;1079;716;1294;CEPSA;3
MALAGON;13429;CR N-401, 165;1265;1129;788;1405;REPSOL;3
MANZANARES;13200;CARRETERA N-4 KM. 171,1;1279;1155;0;1379;REPSOL;3
MANZANARES;13200;CALLE CTRA LA SOLANA, 56;1259;1149;789;1359;REPSOL;3
MANZANARES;13200;CARRETERA ANTIGUA N-430 ESQ. CTRA. VILLARRUIBA KM. S/N;1239;1119;0;1339;SARAS ENERGIA ;3
MANZANARES;13200;AUTOVIA DE ANDALUCIA KM. 173;1255;1149;797;1355;REPSOL;3
MANZANARES;13200;CARRETERA CRTA.CR-141 KM 3,70 KM. 3,70;1249;1139;784;1349;REPSOL;3
MANZANARES;13200;AUTOVIA A-4 KM. 167;1279;1155;806;0;REPSOL;3
MANZANARES;13200;CALLE INDUSTRIAL D, 3;1199;1089;649;0;JESÚS DEL PERDÓN BODEGAS YUNTERO S. COOP. DE C-LM;3
MANZANARES;13200;PLAZA DEL GRAN TEATRO, S/N;1249;0;0;0;CEPSA;3
MANZANARES;13200;AUTOVIA A-4 KM. 162;1279;1155;790;0;REPSOL;3
MANZANARES;13200;CL PASEO CRISTOBAL COLON S.N.;1259;1149;0;0;CAMPSA;3
MEMBRILLA;13230;CARRETERA NACIONAL 430 KM. 371,100;1179;1049;0;0;GRUPO CACHO;3
MEMBRILLA;13230;AUTOVIA CARRETERA GENERAL DE ANDALUCIA KM. 178,800;1259;1149;0;1374;CEPSA;3
MEMBRILLA;13230;CARRETERA N-430 KM. 366,275;1236;1139;786;1351;CEPSA;3
MEMBRILLA;13230;N-430 km 367,1;1229;1109;784;1329;SARAS;3
MEMBRILLA;13230;CARRETERA NACIONAL 430 KM 368 KM. 368;1259;1139;784;1359;REPSOL;3
MIGUELTURRA;13170;CARRETERA CM-4127 KM. 2,350;1239;1139;0;1354;CEPSA;3
MIGUELTURRA;13170;CARRETERA CTRA VALDEPEÑAS-CIUDAD REAL KM. 4700;1249;1149;0;1364;CEPSA;3
MIGUELTURRA;13170;CARRETERA VALDEPEÑAS KM. 12;1159;1039;0;0;PETROGOOD;3
MONTIEL;13326;CARRETERA CM 3127 km 12.600;1195;1079;700;0;EE.SS VALLE PIQUERAS;3
MONTIEL;13326;CARRERA VILLANUEVA DE LOS INFANTES, S/N;1018;1045;635;0;CASTILLO DE MONTIEL;3
MORAL DE CALATRAVA;13350;CARRETERA CM-412 KM. 69,92;1269;1129;799;1369;CAMPSA;3
PEDRO MUÑOZ;13620;AVENIDA DE LA CONSTITUCION, 46;1269;1149;789;1409;REPSOL;3
PEDRO MUÑOZ;13620;AVENIDA CONSTITUCION, 20;1259;1149;0;0;CEPSA;3
PEDRO MUÑOZ;13620;AVENIDA JUAN CARLOS I, 99;1247;1127;782;0;BP OIL ESPAÑA;3
PEDRO MUÑOZ;13620;CARRETERA PEDRO MUÑOZ A SOCUELLAMOS KM. 1;0;1008;630;0;SUMNISTROS AGRICOLAS DE PEDRO MUÑOZ S. COOP. DE C-LM;3
PIEDRABUENA;13100;CARRETERA NACIONAL 430 KM. 219,7;1249;1159;0;0;CEPSA;3
PIEDRABUENA;13100;CARRETERA 7211 KM. 0,200;1189;1059;0;0;GP ENERGIA;3
PORZUNA;13120;CALLE TOLEDO,, 50;1269;1149;789;1389;REPSOL;3
POZUELO DE CALATRAVA;13179;CARRETERA CM-412 KM. 11;1149;1129;820;1038;CEPSA;3
PUEBLA DE DON RODRIGO;13109;CALLE CUATRO ESQUINAS ESQUINA LUIS SEVILLA, S/N;0;1004;655;0;MONTES NORTE ENERGETICOS, S.L.;3
PUEBLA DE DON RODRIGO;13109;CL AVENIDA CASTILLA-LA MANCHA, 1 (N-430 km 230);1269;1149;793;1369;CAMPSA;3
PUERTO LAPICE;13650;CR N-4, 134,8;1279;1155;0;1379;REPSOL;3
PUERTO LAPICE;13650;AUTOVIA N-IV KM. 140,7;1249;1139;0;1389;GALP;3
PUERTO LAPICE;13650;AUTOVIA N-IV KM. 140,5;1249;1139;0;1389;GALP;3
PUERTOLLANO;13500;CR N-420, 160;1259;1149;0;1379;REPSOL;3
PUERTOLLANO;13500;CARRETERA CR-503 KM. 3,2;1259;1149;0;1379;REPSOL;3
PUERTOLLANO;13500;AVENIDA ANDALUCIA, S/N;1159;1029;0;1259;E.LECLERC;3
PUERTOLLANO;13500;CALLE ASDRUBAL, 68;1259;1149;0;1379;REPSOL;3
PUERTOLLANO;13500;CARRETERA N420 KM. 160,500;1259;1149;0;1379;REPSOL;3
PUERTOLLANO;13500;CARRETERA NACIONAL 420 KM. 160;1239;1089;0;0;CARREFOUR;3
PUERTOLLANO;13500;CARRETERA VARIANTE PUERTOLLANO-REPSOL KM. 11;0;1139;0;0;REPSOL;3
PUERTOLLANO;13500;CARRETERA ALMODOVAR KM. 1,500;1199;1079;0;0;CARBURANTES BLUE;3
ROBLEDO (EL);13114;CR CR-722, 11,7;1269;1149;789;1389;PETRONOR;3
RUIDERA;13249;AVENIDA CASTILLA LA MANCHA, 59;1259;1159;0;0;REPSOL;3
SACERUELA;13414;CALLE ARENAL, S/N;1269;1149;787;1369;REPSOL;3
SANTA CRUZ DE MUDELA;13730;CARRETERA N 4 KM. 216,9;1279;1155;819;1379;REPSOL;3
SANTA CRUZ DE MUDELA;13730;CARRETERA N- 4 KM. 216,9;1279;1155;819;0;REPSOL;3
SANTA CRUZ DE MUDELA;13730;AUTOVIA ANDALUCIA KM. 222,5;1259;1149;0;1374;CEPSA;3
SANTA CRUZ DE MUDELA;13730;AUTOVIA A-4 KM. 217,350;1255;1145;0;0;GALP;3
SOCUELLAMOS;13630;CARRETERA N-310 KM. 105;1269;1159;0;1375;GALP;3
SOCUELLAMOS;13630;CM-3102 km 23,1;1259;1149;797;0;CEPSA;3
SOCUELLAMOS;13630;CALLE CAMPO DE CRIPTANA, 29;0;1059;0;0;TRANSPORTES FELIX E HIJOS, S.L.;3
SOCUELLAMOS;13630;CALLE MANIGUA, 4;1239;1136;774;0;CEPSA;3
SOCUELLAMOS;13630;CALLE PASEO DE LOS MARTIRES, 58;1269;1139;809;1389;CAMPSA;3
SOCUELLAMOS;13630;CR CR-100, 0,9;1269;1139;809;1389;CAMPSA;3
SOCUELLAMOS;13630;POLIGONO EL LLANO, CALLE A, PARCELA, 134;0;1067;656;0;OLIVARERA DE SOCUELLAMOS, S.COOP. DE C-LM;3
SOLANA (LA);13240;POLIGONO MAQUINA DE VAPOR, 1;0;1074;0;0;GALANES OIL;3
SOLANA (LA);13240;CR N-430, 307,3;1249;1149;799;1349;CAMPSA;3
SOLANA (LA);13240;CARRETERA L-603 KM. 24,8;1249;1149;799;1349;REPSOL;3
SOLANA (LA);13240;CARRETERA MANZANARES KM. S/N;1229;1099;755;0;GRUPO CACHO;3
TERRINCHES;13341;AVENIDA CONSTITUCION, S/N;1017;1004;650;0;E.S.STO.DOMINGO DE GUZMAN;3
TOMELLOSO;13700;CM-400 km 129;1253;1129;766;0;CEPSA;3
TOMELLOSO;13700;CALLE CAMPO, 146;1199;1079;0;0;EASY FUEL;3
TOMELLOSO;13700;AVENIDA JUAN CARLOS I, 1;1199;1079;0;0;PUNTO AZUL GASOLINERA 24 HORAS;3
TOMELLOSO;13700;CARRETERA N-310 (ARGAMASILLA DE ALBA) KM. 0,800;0;1069;0;0;COTRATO;3
TOMELLOSO;13700;C/ ZURBARAN. Nº 19;1229;1119;709;0;REPSOL - TOMELLOSO;3
TOMELLOSO;13700;CARRETERA N-310 KM. 93;1199;1069;0;1319;EROSKI;3
TOMELLOSO;13700;CARRETERA CR-122 KM. 26,100;1259;1149;0;1359;REPSOL COMERCIAL;3
TOMELLOSO;13700;CALLE CAMPO, 117;1259;1149;0;1359;REPSOL;3
TOMELLOSO;13700;CALLE SOCUELLAMOS, 92;1259;1149;0;1359;REPSOL;3
TOMELLOSO;13700;VEREDA SOCUELLAMOS, S/N;1214;1116;669;1319;SERTYMAN;3
TOMELLOSO;13700;PASEO SAN ISIDRO, 14;1239;1119;0;1354;CEPSA;3
TORRALBA DE CALATRAVA;13160;AUTOVIA A-43 KM. 290;1259;1154;0;1374;CEPSA;3
TORRALBA DE CALATRAVA;13160;CALLE DEHESA DEL CAMPO, 5;1173;1059;0;0;ENERGIAS AF;3
TORRE DE JUAN ABAD;13344;CR CR-614, 25;1269;1139;0;1409;REPSOL;3
TORRENUEVA;13740;CARRETERA VALDEPEÑAS 139 KM. 139;1229;1119;779;1369;SEYBE;3
VALDEPEÑAS;13300;A-4 km 198,7;1295;1149;0;1429;CEPSA;3
VALDEPEÑAS;13300;AUTOVIA A-4 KM. 198,7;1295;1149;0;1429;CEPSA;3
VALDEPEÑAS;13300;CR CM-412, 84,8;1269;1149;799;1409;REPSOL;3
VALDEPEÑAS;13300;CTRA. N-IV, P.K. 210;1185;1019;0;1275;GALP;3
VALDEPEÑAS;13300;AVENIDA DEL SUR, S/N;1219;1059;0;1359;SARAS ENERGIA ;3
VALDEPEÑAS;13300;AUTOVIA  A-4 km 191,536;1233;1115;0;1363;SHELL;3
VALDEPEÑAS;13300;CALLE SUIZA, 1;0;1029;0;0;ENTRECAMINOS;3
VALDEPEÑAS;13300;CARRETERA N - IV KM. 210;1179;1009;0;0;ESAP LA PARÁ ROCIERA;3
VALDEPEÑAS;13300;AVENIDA DE LOS ESTUDIANTES, 70;1197;1027;0;0;PETROLOWCOST;3
VALDEPEÑAS;13300;AVENIDA DEL VINO, SN;1185;1029;0;1279;SIMPLY;3
VALDEPEÑAS;13300;CL SEIS DE JUNIO, 247;1269;1149;799;1409;REPSOL;3
VALDEPEÑAS;13300;AUTOVIA A-4 KM. 193,6;1265;1155;858;1038;CEPSA;3
CONSOLACION;13310;AUTOVIA ANDALUCIA KM. 185;1279;1155;819;1379;REPSOL;3
VILLAHERMOSA;13332;AVENIDA CASTILLA LA MANCHA, 11;1179;1079;699;0;CHM;3
VILLANUEVA DE LA FUENTE;13330;CM 412 km 154.8;1189;1079;789;0;LIBRE;3
VILLANUEVA LOS INFANTES;13320;CALLE GUARDIA CIVIL, S/N;1016;1027;632;0;NTRA. SRA. ANTIGUA;3
VILLANUEVA LOS INFANTES;13320;CALLE PIOXII, 93;1026;1014;790;1038;REPSOL;3
VILLANUEVA LOS INFANTES;13320;CR CR-604, 1,4;1269;1149;799;1389;CAMPSA;3
VILLANUEVA DE SAN CARLOS;13379;CR CR-504, 18,2;1249;1149;774;0;PETRONOR;3
VILLARRUBIA DE LOS OJOS;13670;CARRETERA CARRETERA DE FUENTE EL FRESNO KM 15 KM. 15;1249;1119;679;0;AVIA;3
VILLARRUBIA DE LOS OJOS;13670;PASEO DEL CORDON 104 (CM 4120 km 16,700);1229;1099;659;1369;VILLA RUBEUM,S.L.;3
VILLARRUBIA DE LOS OJOS;13670;CARRETERA CR-201 KM. 17;0;1038;645;0;EL RUBIAL SOC. COOP.;3
VILLARTA DE SAN JUAN;13210;AUTOVIA A-4 KM. 145,330;1249;1129;0;1389;TARAY;3
VILLARTA DE SAN JUAN;13210;CALLE CERVANTES, 104;1259;1149;809;1399;REPSOL;3
VILLARTA DE SAN JUAN;13210;CERVANTES, 96;0;1006;640;0;NINGUNO;3
VISO DEL MARQUES;13770;CARRETERA CM-4111 KM. 64;1249;1139;788;0;REPSOL;3
VISO DEL MARQUES;13770;AVENIDA DE BURJASOT, S/N;0;1059;657;0;VIRGEN DEL VALLE;3
